name,lat,lon,gmu,type,elevation
Big Mountain,39.7655337,-107.8486809,33,peak,3006
Porphyry Mountain,39.8258192,-107.0033804,25,peak,2316
Webster Mesa,39.5326158,-107.8929397,32,peak,1844
Taughenbaugh Mesa,39.4924797,-107.8256211,42,peak,1919
Graham Mesa,39.578036,-107.7450632,33,peak,1819
Lookout Mountain,39.5416492,-107.2572762,444,peak,2637
Horse Mountain,39.3855335,-108.4725913,31,peak,2586
Mack Mesa,39.280535,-108.847326,30,peak,1460
Samson Mesa,39.3416453,-108.1228553,42,peak,1814
Mount Garfield,39.1244253,-108.410366,30,peak,2023
Long Point,39.2274798,-108.2489716,42,peak,1761
Hayes Mesa,39.2410898,-108.0431289,421,peak,1844
East Orchard Mesa,39.0916479,-108.3617529,41,peak,1474
Basalt Mountain,39.4127618,-107.0119905,444,peak,3310
Uncle Bob Mountain,39.3735919,-107.5531109,42,peak,2799
Baldy Mountain,39.3083144,-107.4997762,42,peak,3114
The Flat Tops,39.1347032,-107.7217261,421,peak,3258
Boque Mountain,39.2177579,-107.7511715,421,peak,2734
Buck Mesa,38.9985995,-107.4544988,521,peak,2990
Sheep Mountain,39.0645124,-107.1270659,43,peak,3536
Pisgah Mountain,39.8747093,-106.767261,35,peak,2658
Horse Mountain,39.773598,-106.7664262,35,peak,2925
Red and White Mountain,39.6994306,-106.5103096,36,peak,3408
Tenderfoot Mountain,39.6358199,-106.0036281,37,peak,3488
North Hardscrabble Mountain,39.5813737,-106.8903196,44,peak,2785
Hardscrabble Mountain,39.51804,-106.8322619,44,peak,3296
New York Mountain,39.5085964,-106.6180891,44,peak,3824
Iron Mountain,39.5035973,-106.368917,45,peak,2809
Wichita Mountain,39.5724161,-106.1280986,371,peak,3307
Chief Mountain,39.5905419,-106.1558559,371,peak,3466
The Butterfly,37.9336032,-108.4925902,70,peak,2715
Hamilton Mesa,37.9827699,-108.4231426,70,peak,2735
Stockdale Point,37.9591587,-108.2925816,70,peak,2621
Lone Cone,37.888048,-108.2559139,70,peak,3836
Big Baldy,37.9977696,-108.2223005,70,peak,2801
Beaver Mesa,37.9499924,-108.1428525,70,peak,2791
Wilson Mesa,37.9049936,-107.9517338,70,peak,3066
Specie Mesa,37.9563814,-108.0750713,70,peak,2968
Last Dollar Mountain,38.0008258,-107.960066,70,peak,3391
Ruffner Mountain,38.0073949,-107.8830736,70,peak,3947
Iron Mountain,37.9877709,-107.8661749,70,peak,3880
Thomas Mountain,37.7958251,-108.5003693,711,peak,2552
Lone Mesa,37.7663808,-108.478702,711,peak,2809
Belmear Mountain,37.7474924,-108.3923095,711,peak,2940
Middle Peak,37.8555489,-108.1122965,70,peak,4030
Stoner Mesa,37.6472159,-108.2686932,71,peak,2812
Cameron Peak,40.624703,-105.8947339,7,peak,3695
White Rock,40.6233152,-105.4991612,19,peak,2673
Moody Hill,40.5613714,-105.3686011,20,peak,2405
Mummy Mountain,40.4749834,-105.6236132,20,peak,4079
Terra Tomah Mountain,40.376651,-105.748619,20,peak,3876
Deer Mountain,40.3792597,-105.5844095,20,peak,3050
Sugarloaf Mountain,40.3752617,-105.3836038,20,peak,2722
Alexander Mountain,40.4274837,-105.2513753,20,peak,2156
Apiatan Mountain,40.2455409,-105.9436275,18,peak,3139
Pagoda Mountain,40.2494693,-105.6264524,20,peak,4082
Button Rock Mountain,40.253596,-105.3855493,20,peak,2574
Indian Mountain,40.2622075,-105.2508214,20,peak,2000
Sawtooth Mountain,40.1266525,-105.6247251,20,peak,3739
Overland Mountain,40.1227634,-105.4236064,20,peak,2651
Lonesome Peak,40.0813752,-105.7494517,28,peak,3229
Butzel Hill,40.0741525,-105.3747157,29,peak,2505
Standley Hill,40.1238736,-105.0883161,20,peak,1562
Parrott Peak,37.374998,-108.102853,74,peak,3613
Long Mesa,37.2586062,-108.5270348,73,peak,2480
Park Mesa,37.2105513,-108.4770326,73,peak,2210
Moccasin Mesa,37.2799954,-108.4461987,73,peak,2547
Weber Mountain,37.2772186,-108.3334167,73,peak,2503
West Ute Mesa,37.1372172,-108.6223148,73,peak,2163
East Eagle Eye Mesa,37.1461065,-108.5462012,73,peak,2063
Eagle Eye Mesa,37.1702731,-108.563702,73,peak,2142
Lewis Mesa,37.2074974,-108.2886926,741,peak,2261
Big Mesa,37.2347187,-108.3664732,73,peak,2384
Chalk Mountain,39.3708215,-106.197245,37,peak,3599
Bald Eagle Mountain,39.2519331,-106.4341941,48,peak,3631
Sievers Mountain,39.1158216,-106.9450434,43,peak,3877
Smuggler Mountain,39.1460997,-106.7317025,47,peak,3637
Richmond Hill,39.1058224,-106.8100385,471,peak,3502
Seven Cross Hill,40.6651397,-104.2854248,87,peak,1537
Smith Mound,40.057761,-104.7516362,94,peak,1583
Ninemile Mountain,39.9983195,-105.9530708,28,peak,2955
Chittenden Mountain,39.9683203,-105.6225019,29,peak,3309
Colorado Mountain,39.8755429,-105.5880558,38,peak,3312
Shanahan Hill,39.9674859,-105.2566564,29,peak,1748
Blue Mountain,39.8769312,-105.3377699,38,peak,2846
Pile Hill,39.8610984,-105.624446,38,peak,3318
Douglas Mountain,39.7522096,-105.6758364,39,peak,2901
Gregory Hill,39.7933212,-105.5013855,38,peak,2707
South Table Mountain,39.755445,-105.2106296,38,peak,1925
Mount Bethel,39.7099868,-105.8786226,39,peak,3867
Sherman Mountain,39.7197093,-105.7491726,39,peak,3749
Brown Mountain,39.7077649,-105.7508394,39,peak,3536
Pendleton Mountain,39.6824871,-105.7513951,39,peak,3736
Lenawee Mountain,39.6299869,-105.8555664,37,peak,4019
Lincoln Mountain,39.7494317,-105.7108377,39,peak,3159
Santa Fe Mountain,39.7102659,-105.4716627,39,peak,3209
Bald Mountain,39.6266551,-105.4536076,39,peak,2562
Brewery Hill,39.5024868,-105.9680714,37,peak,3468
Glacier Mountain,39.5630424,-105.8783454,37,peak,3780
Sheep Mountain,39.4994313,-105.8797346,37,peak,3805
Crooked Top Mountain,39.4593118,-105.5120586,46,peak,3179
Grouse Mountain,39.4299892,-105.5069446,46,peak,3014
Baldy Peak,39.3744337,-105.308606,501,peak,2388
A L Hill,39.2480448,-105.6508406,50,peak,2814
Sugarloaf Peak,39.2491569,-105.3055519,501,peak,2586
Bald Hill,39.1174914,-105.8439003,50,peak,2905
Barnes Mountain,37.3791669,-107.9086797,74,peak,2944
Miller Mountain,37.4630567,-107.6261712,75,peak,3576
Endlich Mesa,37.5141673,-107.5972819,751,peak,3793
Graham Peak,37.4972239,-107.3761647,751,peak,3823
Corral Mountain,37.3852807,-107.2186585,77,peak,2703
Florida Mesa,37.2727808,-107.8031199,75,peak,2196
Grassy Mountain,37.3716692,-107.4967215,751,peak,3129
Wickenson Mountain,37.3208363,-107.513388,751,peak,2679
Haystack Mountain,37.222781,-107.2408783,77,peak,2402
Middle Mesa,37.0063933,-107.5561643,771,peak,2130
Eightmile Mesa,37.1713959,-106.9969826,78,peak,2491
Hunt Mountain,39.2574907,-104.8799805,104,peak,2215
Reeder Mesa,39.0247041,-108.2561931,41,peak,2443
Steamboat Mesa,38.7175696,-108.46465,62,peak,2331
Doctor Mesa,38.8494269,-108.0286797,411,peak,1807
Pine Hill,38.6144302,-108.7517666,61,peak,2494
California Mesa,38.5530417,-108.0400686,62,peak,1708
Sewemup Mesa,38.4712613,-108.9450733,60,peak,2282
Calamity Mesa,38.6140292,-108.8605968,61,peak,2111
Love Mesa,38.487281,-108.5493772,62,peak,2764
High Mesa,38.5333195,-107.9900665,62,peak,1767
Horse Range Mesa,38.0624921,-108.9581616,70,peak,2169
Carpenter Flats,38.3936,-108.910104,60,peak,2185
Martin Mesa,38.3699892,-108.8667691,60,peak,2137
Atkinson Mesa,38.3977667,-108.7956559,61,peak,1875
Long Mesa,38.4041557,-108.6320389,61,peak,1912
Spring Creek Mesa,38.3858223,-108.7373206,61,peak,1813
Wild Cow Mesa,38.3872114,-108.6270387,61,peak,1840
Davis Mesa,38.2572125,-108.8034333,70,peak,1974
Andys Mesa,38.1633244,-108.8937143,70,peak,1911
Monogram Mesa,38.2261017,-108.7670433,70,peak,2184
Iron Springs Mesa,38.0494359,-108.0992387,61,peak,2761
Hastings Mesa,38.0583249,-107.968955,70,peak,2932
Redlands Mesa,38.8569274,-107.8225615,52,peak,2011
Wilbanks Mesa,38.9652592,-107.8672858,52,peak,2490
Pitkin Mesa,38.8852011,-107.6020084,521,peak,1801
Marcellina Mountain,38.9299915,-107.2439395,521,peak,3459
Coal Creek Mesa,38.8543572,-107.3839524,53,peak,2736
Smith Fork Mountain,38.749274,-107.396419,53,peak,3411
Big Sand Mountain,38.7483242,-107.4764452,53,peak,3184
Sheep Mountain,38.7324331,-107.3760067,53,peak,3616
Spring Creek Mesa,38.4308204,-107.9345091,62,peak,1893
Franklin Mesa,38.4897089,-107.9939556,62,peak,1829
North Mesa,38.5235973,-107.9122861,64,peak,1752
Coffee Pot Hill,38.5074867,-107.6458915,64,peak,2683
Tenderfoot Hill,38.5112746,-107.2134822,54,peak,2819
Deep Creek Mesa,37.9594378,-107.8592306,70,peak,3015
Silver Mountain,37.8741613,-107.8361755,70,peak,3942
Flattop Mountain,37.7458285,-107.9484026,71,peak,3687
Graysill Mountain,37.7036074,-107.8803452,74,peak,3663
North Eolus,37.6252457,-107.6211987,75,peak,4311
West Silver Mesa,37.5814736,-107.6281538,75,peak,3810
Willow Creek Mesa,38.3590793,-107.2911078,66,peak,2708
Log Hill Mesa,38.210545,-107.9045083,62,peak,2735
Round Mountain,38.3041668,-105.2483259,69,peak,2408
Miller Mesa,38.083603,-107.7697827,65,peak,2809
Sunshine Mountain,37.9955513,-107.5086699,66,peak,4051
Double Top,38.886659,-106.8389281,55,peak,3713
Palmer Mesa,37.8741662,-106.7086523,68,peak,3747
Cooper Mountain,38.3741593,-106.8397626,67,peak,3057
Houghland Hill,38.1324995,-106.2972503,68,peak,2897
Elephant Rocks,37.7544466,-106.3161447,79,peak,2452
Goodrich Peak,37.6247279,-106.7467091,76,peak,3226
Beaver Mountain,37.6011163,-106.6253189,80,peak,3514
Snowshoe Mountain,37.7497241,-106.9014343,76,peak,3658
McClelland Mountain,37.7488915,-106.7955991,76,peak,3316
Seven Parks,37.7194466,-106.9589349,76,peak,3501
Table Mountain,38.002774,-106.7783747,68,peak,3628
Handkerchief Mesa,37.4905629,-106.6492074,80,peak,3604
Hogback Mesa,37.5019508,-106.5775402,80,peak,3733
Alamaditas Mesa,37.1380644,-106.2880863,81,peak,2985
Pinorealosa Mountain,37.0602878,-106.3766982,81,peak,3343
Chalk Mountains,37.1416762,-106.7497574,78,peak,3649
Stoll Mountain,38.992492,-105.5013881,581,peak,3299
Raspberry Mountain,38.9069348,-105.1241511,59,peak,3225
Nipple Mountain,38.64027,-105.124982,581,peak,3022
Table Mountain,38.5672178,-104.9802577,59,peak,2260
North Burno Mountain,38.5086077,-105.7191694,58,peak,2730
Table Mountain,38.5038852,-105.5197191,58,peak,2810
Delilah Peak,38.6333278,-105.5011065,58,peak,2695
Cactus Mountain,38.5118229,-105.3798568,58,peak,2156
South Twin Mountain,38.5153775,-105.3081255,581,peak,2395
Baldy Peak,38.2497207,-105.738618,86,peak,3900
Locke Mountain,38.2663896,-105.2558267,69,peak,2808
Oak Grove Mountain,38.2463879,-105.490278,691,peak,2493
Arkansas Mountain,38.119169,-105.2638851,84,peak,3222
Sperry Mountain,38.0930583,-105.2494407,84,peak,3334
Little Baldy Mountain,38.003333,-105.5852857,86,peak,3945
Wagon Mesa,37.5155641,-105.2261154,83,peak,2761
Raspberry Mountain,37.4122341,-105.1288924,85,peak,3428
Napoleon Peak,37.3736233,-105.1688951,83,peak,3610
Fairy Hills,37.2100122,-105.7475175,81,peak,2380
South Pinon Hills,37.0555711,-105.8422399,81,peak,2473
The Mesa,38.8944362,-104.8738659,511,peak,2015
Cheyenne Mountain,38.737213,-104.8808063,59,peak,2915
Skinner Hill,38.7535891,-104.7210877,118,peak,1788
Timber Mountain,38.5680524,-104.8791444,591,peak,2103
Baculite Mesa,38.3925008,-104.5552492,123,peak,1643
Cordova Mesa,37.6686611,-104.5167429,133,peak,1986
Little Fishers Peak Mesa,37.0397444,-104.392762,140,peak,2747
Cordova Mesa,37.5450136,-104.4555329,133,peak,1926
Chivington Hill,38.4611193,-102.614359,122,peak,1235
Antelope Mesa,38.3786128,-103.9085651,124,peak,1479
Cedar Hill,37.6180694,-103.7960648,142,peak,1564
Bar Four Pocket,37.3477954,-103.647172,136,peak,1702
Fallas Mesa,37.1933523,-103.4943885,143,peak,1913
Tecolate Mesa,37.1772415,-103.3257718,143,peak,1830
Mount Carrizo,37.1736296,-103.1074322,143,peak,1668
Seven L Buttes,37.1033528,-103.5018893,143,peak,1996
Middle Mesa,37.1061307,-103.4118863,143,peak,1797
Mount Columbia,38.903883,-106.297523,481,peak,4285
Storm Peak,39.1955467,-105.0010958,51,peak,2783
Hahns Peak,40.8430259,-106.9297716,5,peak,3284
Mount Law,39.3394233,-108.2500832,31,peak,1768
Mount Axtell,38.8380485,-107.0364358,54,peak,3675
Tabeguache Peak,38.6254147,-106.250883,56,peak,4316.7
Trachyte Knob,38.7733212,-105.1066455,59,peak,3310
Crestone Needle,37.9647221,-105.576675,86,peak,4329
Crestone Peaks,37.9680556,-105.5855556,82,peak,4185
Rowe Peak,40.4902612,-105.6455584,20,peak,4084
Mount Pisgah,39.8063765,-105.5780552,38,peak,3067
Mount Blue Sky,39.5883492,-105.643699,39,peak,4350
Sunshine Peak,37.9228021,-107.42535,66,peak,4269
Red Mountain,37.9786083,-107.3333891,66,peak,3906
Pikes Peak,38.8404012,-105.0439523,59,peak,4302
Kit Carson Mountain,37.9797219,-105.602508,82,peak,4319
Little Bear Peak,37.5667736,-105.4973414,82,peak,4280
Signal Mountain,40.5255383,-105.5116633,19,peak,3430
Baker Mountain,40.3816506,-105.9061254,18,peak,3763
Specimen Mountain,40.4447059,-105.8086211,18,peak,3798
Mount Neota,40.4824832,-105.8458446,18,peak,3561
Bighorn Mountain,40.4294108,-105.6197306,20,peak,3488
Mount Olympus,40.374888,-105.4620321,20,peak,2620
Stone Mountain,40.3995985,-105.2874136,20,peak,2301
Mount Enentah,40.2554788,-105.7664624,18,peak,3282
Beaver Mountain,40.3683174,-105.6450036,20,peak,3200
Mount Wuh,40.3338732,-105.66056,20,peak,3269
Thatchtop,40.2791513,-105.6530601,20,peak,3857
Taylor Peak,40.2747806,-105.6808525,18,peak,4006
Snowdrift Peak,40.3102625,-105.7430635,18,peak,3720
Steep Mountain,40.3430398,-105.6241696,20,peak,2908
Rams Horn Mountain,40.3344285,-105.5461109,20,peak,2903
Gianttrack Mountain,40.3477845,-105.5513922,20,peak,2657
Prospect Mountain,40.3594282,-105.5219431,20,peak,2699
Emerald Mountain,40.3305398,-105.5872238,20,peak,2807
Longs Peak,40.2548911,-105.6152347,20,peak,4346
Storm Peak,40.2656622,-105.6204846,20,peak,4060
Estes Cone,40.2952549,-105.5671852,20,peak,3356
Lily Mountain,40.3192287,-105.5412759,20,peak,2967
Table Mountain,40.1572078,-105.9025141,18,peak,2688
Mount Bryant,40.2097076,-105.7880654,18,peak,3359
Mount Wescott,40.220814,-105.7521831,18,peak,3179
Mount Cairns,40.2361408,-105.7472038,18,peak,3319
Shadow Mountain,40.226652,-105.8052884,18,peak,3087
Chiefs Head Peak,40.2494292,-105.6413931,20,peak,4121
Tanima Peak,40.2194295,-105.6608382,20,peak,3790
Ouzel Peak,40.185541,-105.6711161,18,peak,3864
Copeland Mountain,40.1819298,-105.6463929,20,peak,4013
Lookout Mountain,40.2266515,-105.5647233,20,peak,3262
Horsetooth Peak,40.2319292,-105.5600007,20,peak,3152
Thunderbolt Peak,40.1075229,-105.6686078,18,peak,3638.7
Mount Albion,40.0388862,-105.6169185,29,peak,3833
Mount Sanitas,40.0343681,-105.3052847,29,peak,2079
Alberta Peak,37.4558413,-106.7950412,78,peak,3613
Headwaters Hill,38.347777,-106.2530797,551,peak,3616
Atlantic Peak,39.4135988,-106.1261321,37,peak,4211
Indian Head,37.4116738,-106.8878187,78,peak,2809
Steamboat Rock,40.3338583,-108.1789753,11,peak,2259
Abeyta Mesa,37.001122,-106.8678142,78,peak,2487
La Garita Peak,37.917776,-106.8411546,68,peak,4178
The Mascot,38.676663,-105.9822347,57,peak,3126
Newton Mesa,37.1397284,-107.0964292,771,peak,2468
Vigil Mesa,37.0022334,-106.8339252,78,peak,2661
Tater Mountain,37.0511217,-106.8108695,78,peak,2505
Table Mesa,37.45557,-103.0504843,137,peak,1560
Black Mesa,37.0814087,-103.3463233,143,peak,1739
Mount Bross,40.0922076,-106.1333559,18,peak,2772
Copper Mountain,39.9552634,-106.288083,28,peak,3086
Petty Mountain,39.7533192,-106.3989186,36,peak,3431
Meridian Peak,39.7676914,-106.3850427,37,peak,3783
Chimmey Rock,39.7974861,-106.4669759,36,peak,3351
Little Marvine Peaks,39.9885925,-107.3211673,24,peak,3576
White Rock,37.5434046,-109.0389284,72,peak,1855
Boston Hill,40.552468,-108.1561983,3,peak,1791
Columbia Point,37.9788886,-105.5980644,82,peak,4242
Fritz Peak,39.9094316,-105.4905525,38,peak,2729
Jasper Peak,39.9944313,-105.6830598,29,peak,3923
Mount Cosgriff,39.0969359,-106.4255821,48,peak,4135
Knights Peak,38.7252667,-104.945807,59,peak,3188
Mount Blaurock,39.0111039,-106.4536381,48,peak,4143
Ervin Peak,39.0036041,-106.4383599,48,peak,4116
Chief Cheley Peak,40.3672065,-105.7741756,20,peak,3906
Cronin Peak,38.65528,-106.28278,56,peak,4207
American Peak,37.8995485,-107.5124698,66,peak,4184
Mount Mahler,40.4716667,-105.9088889,171,peak,3799
Grannys Head,39.8261111,-105.3297222,38,peak,2686
Spanish Peaks,37.3766177,-104.974932,85,peak,4136
Mount KIA/MIA,38.3666667,-106.2055556,561,peak,3442
Spencer Peak,37.7722222,-107.7022222,74,peak,3960
Braddock Peak,40.48,-105.9127778,171,peak,3649
Crowley Point,39.3719444,-106.7113889,444,peak,2762
Whittaker Point,39.5691667,-106.7186111,44,peak,2764
Hill Mine,40.8353898,-105.6771272,8,peak,2708
Steamboat Rock,40.5389768,-108.9875569,1,peak,
Harper's Corner,40.5344804,-109.0079966,10,peak,2291
Torreys Peak,39.642767,-105.8212271,39,peak,4351
McNamee Peak,39.3625847,-106.1531545,49,peak,4197
Muscoco Mountain,38.7850573,-104.8894887,59,peak,2444
Ralston Roost,39.8382151,-105.4244632,38,peak,2845
Windy Peak,39.8618217,-105.3798,38,peak,2779.7760000
Indian Mountain,39.7182088,-105.2285046,38,peak,2219
Truman's Rock,39.0476643,-105.2873273,511,peak,
Glacier Knobs (West),40.2982486,-105.6506213,20,peak,
West Pawnee Butte,40.8215026,-103.9787257,88,peak,
Button Rock,40.2606293,-105.3708423,20,peak,2449
Queens Chair,39.8166743,-105.5186176,38,peak,
Independence Monument,39.0957248,-108.7227258,40,peak,
Egypt Rock,39.085603,-108.7133422,40,peak,
Pipe Organ,39.0988104,-108.7261797,40,peak,
Mount Shavano,38.6190989,-106.239238,56,peak,4315
Mount Princeton,38.7492358,-106.2424914,481,peak,4329.3
Mount Harvard,38.924425,-106.320798,481,peak,4395.6
Missouri Mountain,38.9475767,-106.378528,481,peak,4289.8
The Castle,39.3106632,-105.382802,501,peak,2954
Pulpit Rock,38.9121675,-104.8105254,110,peak,2018
The Citadel,39.715651,-105.911902,39,peak,4054
Golden Bear Peak,39.6939124,-105.9199595,39,peak,3965
Yankee Hill,39.8295186,-105.6231419,38,peak,3425
Nokhu Crags,40.4852649,-105.8927826,171,peak,3805
Indian Point,38.9160238,-108.1800243,41,peak,3046
Redcloud Peak,37.9409189,-107.421844,66,peak,4280
Huron Peak,38.9454592,-106.437998,481,peak,4270.2
Two Tree Hill,39.9744979,-105.273159,29,peak,1823
Bandit Peak,39.5396603,-105.6035104,46,peak,3793
High Dune,37.749192,-105.5329306,82,peak,2660
Lichen Peak,39.7789094,-105.220474,38,peak,1998
Michigan Hill,39.3741547,-105.8333452,500,peak,3030
San Luis Peak,37.9868041,-106.931283,67,peak,4273.8
Chimney Rock,37.0779866,-108.7187818,73,peak,1862
Beaver Point,38.696,-109.0328333,60,peak,2190
Forsythe Rock,39.9664639,-105.4089798,29,peak,2548
Black Ridge,39.065571,-108.7481191,40,peak,2173
Iron Point,38.5218381,-108.4088044,62,peak,2559
Brush Point,38.5999079,-107.8484673,64,peak,2155
Flat Top,38.5161265,-107.8495879,64,peak,1926
Curecanti Needle,38.4489646,-107.41439,64,peak,2395
Cebolla Point,38.4486388,-107.2232069,66,peak,2720
C-Rod Point,38.4873,-106.9407,67,peak,2525
Henry Point,38.5057363,-106.9886569,67,peak,2449
Lion Point,38.5640532,-107.2183084,54,peak,3064
Runaway Point,38.5388087,-107.1582098,54,peak,2917
Almont Point,38.6562068,-106.8845654,54,peak,2897
Biebel Point,38.6020116,-106.8100951,55,peak,2856
Oregon Point,38.5563137,-107.3555331,54,peak,3056
Sun Point,38.5313669,-107.0997046,54,peak,2830
Antelope Point,38.6505441,-106.9902739,54,peak,2812
Castle View Point,38.7136585,-107.154856,54,peak,3823
The Castles,38.7370446,-107.1671426,54,peak,
Point,38.7103695,-106.9090829,54,peak,3222
Deer Point,38.49258,-107.3886735,54,peak,2917
Sapinero Point,38.4887408,-107.3444181,54,peak,2907
Castle Rock,38.6419257,-107.4661206,63,peak,
East Desolation Peak,40.4722076,-105.6918725,20,peak,3947
Gibraltar Peak,40.4929721,-105.6364714,20,peak,4084
Nebel Horn,39.9669206,-105.2907975,29,peak,2310
Dinosaur Mountain,39.9749113,-105.2924234,29,peak,2249
Hopi,40.0654528,-105.67694,18,peak,3895.3
Iroquois,40.0632869,-105.6623536,18,peak,3901.1
Deshawa,40.0342093,-105.6414062,18,peak,3907
Cherokee,40.083574,-105.6901997,18,peak,3625
Beacon Hill,38.5006284,-104.6260241,123,peak,1534
Marble Point,39.0327562,-107.1891482,521,peak,3448
Chain Mountains,38.7790086,-107.4356796,53,peak,3370
Needle Rock,38.7245916,-107.5497679,53,peak,2400
Slide Down,38.6919216,-107.4411127,53,peak,3041
Hunters Hill,38.9462761,-106.7877994,55,peak,3846
Fossil Point,38.6344196,-106.6870009,55,peak,3700
Big Mesa Point,38.444714,-107.0326295,67,peak,2665
Chance Point,38.441,-106.839,67,peak,2907
Beaver Point,38.3886,-106.9592,67,peak,2885
C Sugar Point,38.3707821,-106.9942367,67,peak,2699
Huntsman Point,38.3306845,-107.0651512,67,peak,2926
Pole Point,38.3578377,-106.9406952,67,peak,2914
Wildcat Point,38.3882244,-107.1823097,66,peak,2707
Horn Point,38.2376556,-107.1302944,66,peak,2787
Indian Point,38.2429831,-107.16333,66,peak,2974
Indian Point,38.2498042,-107.2176039,66,peak,2904
Rudolf Point,38.2275464,-107.0421272,67,peak,3030
Cannibal Point,38.12636,-107.2071482,66,peak,3854
Cathedral Point,38.0986894,-107.0389429,66,peak,2990
Lake Point,38.0332914,-107.2445299,66,peak,3901
Gate Point,38.2845519,-107.2584079,66,peak,2824
Round Mountain,38.3041855,-107.2482709,66,peak,2929
