name,lat,lon,type,elevation,osm_id,osm_type,source,gmu
Sheep Mountain,38.791385,-106.2719663,peak,3612,358924848,node,openstreetmap,481
Bald Mountain,38.7994405,-106.2186315,peak,2993,358924871,node,openstreetmap,481
West Buffalo Peak,38.9916612,-106.1250179,peak,4061,358924878,node,openstreetmap,49
East Buffalo Peak,38.9872168,-106.1094619,peak,4057,358924882,node,openstreetmap,49
Marmot Peak,38.9402727,-106.1114062,peak,3573,358924886,node,openstreetmap,49
Midland Hill,38.8416623,-106.0964055,peak,2902,358924904,node,openstreetmap,49
Sugarloaf Mountain,38.7602739,-106.0722378,peak,2546,358924912,node,openstreetmap,57
Bald Mountain,38.7811069,-106.0336255,peak,2931,358924915,node,openstreetmap,57
Duncan Hill,38.722217,-106.4864164,peak,3561,358924918,node,openstreetmap,55
Fitzpatrick Peak,38.6977729,-106.4514157,peak,3979,358924923,node,openstreetmap,56
Emma Burr Mountain,38.7338843,-106.4161368,peak,4125,358924929,node,openstreetmap,481
Mount Aetna,38.5858299,-106.3200239,peak,4160,358924937,node,openstreetmap,56
Taylor Mountain,38.5830525,-106.2991901,peak,4145,358924945,node,openstreetmap,56
Missouri Hill,38.5849971,-106.2750227,peak,3846,358924953,node,openstreetmap,56
Lost Mountain,38.5847195,-106.2644669,peak,3805,358924959,node,openstreetmap,56
Carbonate Mountain,38.6277747,-106.2839116,peak,4070,358924962,node,openstreetmap,56
Calico Mountain,38.62083,-106.3047456,peak,3579,358924967,node,openstreetmap,56
Cyclone Mountain,38.6333301,-106.2919674,peak,4132,358924970,node,openstreetmap,56
Grizzly Mountain,38.6458298,-106.3111345,peak,4171,358924974,node,openstreetmap,56
Boulder Mountain,38.6802744,-106.2925227,peak,4111,358924983,node,openstreetmap,56
Chrysolite Mountain,38.6655517,-106.3441908,peak,3843,358924994,node,openstreetmap,56
Pomeroy Mountain,38.6273264,-106.3415428,peak,3931,358924997,node,openstreetmap,56
Sewanee Peak,38.6111074,-106.3450244,peak,3936,358925001,node,openstreetmap,56
Granite Mountain,38.5888847,-106.3978038,peak,3779,358925006,node,openstreetmap,551
Monumental Peak,38.5924962,-106.3578027,peak,4067,358925010,node,openstreetmap,56
Central Mountain,38.6013849,-106.3783588,peak,3762,358925015,node,openstreetmap,551
Mount Mamma,38.6747186,-106.3183568,peak,4124,358925019,node,openstreetmap,56
Mount Chapman,38.6255981,-106.3856183,peak,3888,358925023,node,openstreetmap,551
Van Wirt Mountain,38.6061072,-106.365025,peak,3957,358925028,node,openstreetmap,551
Brittle Silver Mountain,38.6055516,-106.3736365,peak,3789,358925033,node,openstreetmap,551
Paywell Mountain,38.6038848,-106.3866923,peak,3736,358925039,node,openstreetmap,551
Syncline Hill,38.5505524,-106.3158574,peak,3469,358925050,node,openstreetmap,56
Vulcan Mountain,38.5769407,-106.351136,peak,3936,358925055,node,openstreetmap,56
Clover Mountain,38.5677742,-106.3466914,peak,3835,358925059,node,openstreetmap,551
Stella Mountain,38.5777736,-106.4033596,peak,3819,358925070,node,openstreetmap,551
Contact Hill,38.5519406,-106.3694699,peak,3530,358925076,node,openstreetmap,551
Bald Mountain,38.553052,-106.3497472,peak,3894,358925081,node,openstreetmap,56
Banana Mountain,38.5488855,-106.3350245,peak,3744,358925087,node,openstreetmap,56
West Point Hill,38.532496,-106.3883595,peak,3246,358925092,node,openstreetmap,551
Lake Hill,38.5305518,-106.3739146,peak,3527,358925097,node,openstreetmap,551
Little Baldy,38.5813838,-106.4808617,peak,3458,358925102,node,openstreetmap,551
Sawmill Hill,38.6994398,-106.4261373,peak,3586,358925107,node,openstreetmap,481
Jones Peak,38.6322193,-106.2225208,peak,4136,358925127,node,openstreetmap,56
Mount White,38.6568615,-106.2374857,peak,4159,358925131,node,openstreetmap,56
Mount Antero,38.6741589,-106.2462386,peak,4351.4,358925137,node,openstreetmap,56
Ruby Mountain,38.7497183,-106.0669598,peak,2432,358925170,node,openstreetmap,57
The Reef,38.6461077,-106.0197362,peak,2556,358925172,node,openstreetmap,57
Sheep Mountain,37.9463865,-106.7317075,peak,3686,358925182,node,openstreetmap,68
Mesa Mountain,37.904443,-106.6347621,peak,3954,358925185,node,openstreetmap,79
Bowers Peak,37.9508306,-106.589483,peak,3795,358925190,node,openstreetmap,68
Boot Mountain,37.9205536,-106.5414272,peak,3786,358925194,node,openstreetmap,79
Lookout Mountain,37.986941,-106.4794804,peak,3501,358925198,node,openstreetmap,68
Storm King Mountain,37.9497207,-106.414201,peak,3307,358925202,node,openstreetmap,68
Pool Table Mountain,37.8297229,-106.6919859,peak,3725,358925206,node,openstreetmap,79
Lone Rock,37.834167,-106.5333729,peak,2929,358925210,node,openstreetmap,79
Pine Cone Knob,37.8147231,-106.5758737,peak,3275,358925214,node,openstreetmap,79
Green Mountain,38.4522139,-106.8336509,peak,2879,358925222,node,openstreetmap,67
Lions Head,38.3788827,-106.6336451,peak,3120,358925226,node,openstreetmap,551
Table Top,38.3913821,-106.6858685,peak,2757,358925231,node,openstreetmap,551
Mill Hill,38.3886059,-106.5308647,peak,2723,358925235,node,openstreetmap,551
Coyote Hill,38.4236052,-106.5819768,peak,2616,358925244,node,openstreetmap,551
Tomichi Dome,38.4849944,-106.5289192,peak,3498,358925250,node,openstreetmap,551
Quakey Mountain,38.4436066,-106.4566955,peak,3186,358925254,node,openstreetmap,551
Steepy Mountain,38.4005516,-106.44114,peak,2915,358925259,node,openstreetmap,551
Pahlone Peak,38.4805535,-106.2580784,peak,3845,358925263,node,openstreetmap,561
Mount Peck,38.4772195,-106.3036353,peak,3720,358925267,node,openstreetmap,551
Peel Point,38.4619421,-106.2889128,peak,3701,358925271,node,openstreetmap,551
Agency Peak,38.2602717,-106.8689308,peak,3574,358925275,node,openstreetmap,67
Sawtooth Mountain,38.2738827,-106.8669862,peak,3700,358925279,node,openstreetmap,67
Prosser Rock,38.3461047,-106.6783686,peak,2976,358925288,node,openstreetmap,551
Razor Creek Dome,38.3161046,-106.7169807,peak,3514,358925298,node,openstreetmap,551
Green Mountain,38.2902721,-106.6480904,peak,3329,358925303,node,openstreetmap,551
Deer Hill,38.2808276,-106.6678131,peak,3051,358925307,node,openstreetmap,551
West Baldy,38.2986062,-106.550866,peak,3490,358925317,node,openstreetmap,551
Big Hill,38.3661056,-106.5736437,peak,3117,358925327,node,openstreetmap,551
Green Mountain,38.3572172,-106.5261427,peak,3140,358925345,node,openstreetmap,551
Middle Baldy,38.3147176,-106.5053092,peak,3563,358925348,node,openstreetmap,551
Long Branch Baldy,38.3219403,-106.4741972,peak,3649,358925353,node,openstreetmap,551
Sargents Mesa,38.2877754,-106.3844729,peak,3575,358925357,node,openstreetmap,681
Windy Peak,38.3519434,-106.2653022,peak,3623,358925361,node,openstreetmap,551
Mount Ouray,38.4227766,-106.2247869,peak,4233,358925365,node,openstreetmap,561
Methodist Mountain,38.4527756,-106.0175142,peak,3563,358925369,node,openstreetmap,86
Poncha Mountain,38.4774976,-106.0619602,peak,3089,358925373,node,openstreetmap,86
Cleveland Mountain,38.4858309,-106.0989059,peak,2932,358925377,node,openstreetmap,561
Whale Hill,38.3216658,-106.1072409,peak,3700,358925381,node,openstreetmap,681
Mount Manitou,38.3305546,-106.1141855,peak,3686,358925384,node,openstreetmap,681
Flagstaff Mountain,38.2752776,-106.1994672,peak,3666,358925389,node,openstreetmap,681
Baxter Mountain,38.2813888,-106.239191,peak,3573,358925394,node,openstreetmap,681
Antora Peak,38.3249994,-106.2180786,peak,4041,358925407,node,openstreetmap,681
Hayden Peak,38.2749995,-106.10363,peak,3693,358925411,node,openstreetmap,681
Raspberry Peak,38.2772218,-106.1339089,peak,3165,358925414,node,openstreetmap,681
Burnt Mountain,38.3338878,-106.0900178,peak,3541,358925419,node,openstreetmap,681
Round Mountain,38.3413879,-106.1241858,peak,3666,358925422,node,openstreetmap,681
Porphyry Peak,38.3555545,-106.1519646,peak,3523,358925427,node,openstreetmap,681
Sheep Mountain,38.3336104,-106.2141894,peak,3917,358925431,node,openstreetmap,561
Chipeta Mountain,38.4477786,-106.2407041,peak,4109,358925435,node,openstreetmap,561
Round Hill,38.3983316,-106.0786281,peak,2747,358925438,node,openstreetmap,681
Cochetopa Dome,38.226661,-106.7147591,peak,3393,358925452,node,openstreetmap,67
Trickle Mountain,38.1561088,-106.3953083,peak,3089,358925458,node,openstreetmap,681
Sheep Mountain,38.2436113,-106.2311356,peak,3199,358925475,node,openstreetmap,681
Bonita Hill,38.2186112,-106.2000234,peak,3209,358925478,node,openstreetmap,681
Copper Butte,38.1411107,-106.0475179,peak,2661,358925483,node,openstreetmap,681
Saguache Peak,38.1513887,-106.1077981,peak,3217,358925486,node,openstreetmap,681
Willow Mesa,38.0311083,-106.9081254,peak,3772,358925497,node,openstreetmap,67
Baldy Chato,38.0388847,-106.9422678,peak,4083,358925501,node,openstreetmap,67
Stewart Peak,38.0231037,-106.9234049,peak,4253,358925505,node,openstreetmap,67
Baldy Alto,38.0052739,-106.9217118,peak,4177,358925509,node,openstreetmap,67
Hat Mountain,38.018607,-106.5139251,peak,3235,358925512,node,openstreetmap,68
Mount Lion,38.056942,-106.4075324,peak,3172,358925516,node,openstreetmap,68
Lake Mountain,38.0102756,-106.3989218,peak,3215,358925521,node,openstreetmap,68
Spruce Mountain,38.0352763,-106.3575312,peak,3311,358925525,node,openstreetmap,68
Tracy Mountain,38.0191663,-106.2997519,peak,3353,358925528,node,openstreetmap,68
Sierra de La Lola,38.0941668,-106.2680832,peak,2893,358925533,node,openstreetmap,68
Flagpole Hill,38.0977777,-106.1302997,peak,2466,358925537,node,openstreetmap,681
Rattlesnake Hill,38.0938886,-106.0741863,peak,2398,358925549,node,openstreetmap,682
Cyclone Mountain,37.8100009,-106.5114285,peak,3100,358925556,node,openstreetmap,79
Blue Mountain,37.8338893,-106.4780939,peak,3452,358925561,node,openstreetmap,79
Eagle Mountain,37.8158344,-106.4072583,peak,3180,358925564,node,openstreetmap,79
Twin Mountains,37.7766685,-106.4714279,peak,3210,358925568,node,openstreetmap,79
Eagle Rock,37.8172234,-106.3694791,peak,2847,358925576,node,openstreetmap,79
Sentinel Peak,37.6750043,-106.6883754,peak,3100,358925580,node,openstreetmap,76
Agua Ramon Mountain,37.7294473,-106.5889301,peak,3309,358925585,node,openstreetmap,79
Shaw Mesa,37.6608371,-106.5586519,peak,2906,358925594,node,openstreetmap,80
Indian Head,37.7075027,-106.3847584,peak,2561,358925599,node,openstreetmap,79
East Butte,37.7397246,-106.3483682,peak,2686,358925605,node,openstreetmap,79
Lookout Mountain,37.6711141,-106.359757,peak,2581,358925609,node,openstreetmap,80
Peñascito,37.6511141,-106.255865,peak,2381,358925618,node,openstreetmap,79
Grouse Mountain,37.5922282,-106.7008752,peak,3103,358925634,node,openstreetmap,80
Cattle Mountain,37.573062,-106.6994863,peak,3307,358925642,node,openstreetmap,80
Demijohn Peak,37.5608397,-106.6711526,peak,3247,358925646,node,openstreetmap,80
Fox Mountain,37.5061195,-106.7439309,peak,3511,358925651,node,openstreetmap,80
Ribbon Mesa,37.5327848,-106.6772637,peak,3323,358925654,node,openstreetmap,80
Del Norte Peak,37.5897271,-106.5633738,peak,3775,358925659,node,openstreetmap,80
Horseshoe Mountain,37.5669487,-106.4103146,peak,3333,358925662,node,openstreetmap,80
Poison Mountain,37.5105606,-106.4489268,peak,3650,358925667,node,openstreetmap,80
Dog Mountain,37.6050037,-106.346146,peak,2937,358925671,node,openstreetmap,80
Pup Peak,37.6219478,-106.3130893,peak,2673,358925675,node,openstreetmap,80
Wheeler Geologic Area,37.8824746,-106.78382,peak,3598,358925720,node,openstreetmap,76
Ute Peak,37.7533357,-106.8025436,peak,3288,358925728,node,openstreetmap,76
Bulldog Mountain,37.8705546,-106.9528239,peak,3340,358925732,node,openstreetmap,76
Monon Hill,37.8363886,-106.9483794,peak,2771,358925736,node,openstreetmap,76
Mammoth Mountain,37.8794433,-106.902545,peak,3552,358925740,node,openstreetmap,76
Nelson Mountain,37.9158313,-106.937268,peak,3688,358925749,node,openstreetmap,76
McKenzie Mountain,37.884443,-106.9842135,peak,3578,358925752,node,openstreetmap,76
Campbell Mountain,37.8913875,-106.9247677,peak,3321,358925757,node,openstreetmap,76
Bachelor Mountain,37.883332,-106.9461571,peak,3308,358925760,node,openstreetmap,76
Organ Mountain,37.9908297,-106.8950444,peak,4185,358925764,node,openstreetmap,67
Twin Peaks,37.9274981,-106.7719862,peak,3763,358925769,node,openstreetmap,68
Table Mountain,37.5858391,-106.8536547,peak,3859,358925779,node,openstreetmap,76
Sawtooth Mountain,37.5655616,-106.8775436,peak,3833,358925789,node,openstreetmap,76
Mount Hope,37.5433399,-106.8708768,peak,3894,358925798,node,openstreetmap,76
Metroz Mountain,37.6197275,-106.8186545,peak,3627,358925806,node,openstreetmap,76
Tie Hill,37.5922284,-106.7808761,peak,3405,358925819,node,openstreetmap,76
Heart Mountain,37.5280632,-106.7855981,peak,3299,358925829,node,openstreetmap,76
Monument Peak,37.6983359,-106.9542125,peak,3249,358925847,node,openstreetmap,76
Fisher Mountain,37.6572258,-106.9375451,peak,3916,358925851,node,openstreetmap,76
Copper Mountain,37.6997253,-106.8858781,peak,3640,358925855,node,openstreetmap,76
Turret Peak,37.7013922,-106.8533776,peak,3244,358925859,node,openstreetmap,76
Elk Mountain,37.7102814,-106.7778209,peak,3383,358925862,node,openstreetmap,76
Trout Mountain,37.6630602,-106.7919876,peak,3638,358925868,node,openstreetmap,76
Beautiful Mountain,37.6175045,-106.9281002,peak,3854,358925877,node,openstreetmap,76
South River Peak,37.5738939,-106.9817115,peak,3994,358925892,node,openstreetmap,76
Prospect Mountain,37.3852846,-106.6269824,peak,3733,358925899,node,openstreetmap,80
Telluride Mountain,37.3847281,-106.5464263,peak,3417,358925905,node,openstreetmap,81
Lookout Mountain,37.3897286,-106.5928156,peak,3798,358925913,node,openstreetmap,80
Cropsy Mountain,37.4088954,-106.5964272,peak,3819,358925921,node,openstreetmap,80
Elephant Mountain,37.4130617,-106.5608715,peak,3600,358925931,node,openstreetmap,80
South Mountain,39.4191528,-106.601144,peak,3222,358925939,node,openstreetmap,444
North Mountain,37.45084,-106.6044838,peak,3868,358925945,node,openstreetmap,80
Bonito Mountain,37.4469502,-106.5330942,peak,3709,358925952,node,openstreetmap,80
Burro Mountain,37.4452834,-106.5161497,peak,3687,358925958,node,openstreetmap,80
Grayback Mountain,37.4616728,-106.5572615,peak,3842,358925962,node,openstreetmap,80
Cornwall Mountain,37.3811166,-106.4919814,peak,3749,358925981,node,openstreetmap,81
Silver Mountain,37.4313942,-106.421425,peak,3769,358925985,node,openstreetmap,80
Marble Mountain,37.4616721,-106.4825382,peak,3693,358925989,node,openstreetmap,80
Sheep Mountain,37.4619496,-106.4380926,peak,3809,358925995,node,openstreetmap,80
Windy Mountain,37.4661162,-106.4019806,peak,3845,358926001,node,openstreetmap,80
Bennett Peak,37.4833384,-106.4339261,peak,4026,358926009,node,openstreetmap,80
Pintada Mountain,37.4966717,-106.4022587,peak,3911,358926014,node,openstreetmap,80
Greenie Mountain,37.4397271,-106.2691991,peak,3389,358926017,node,openstreetmap,80
Lion Point,37.448616,-106.321145,peak,3366,358926025,node,openstreetmap,80
Bishop Rock,37.4855601,-106.2766995,peak,2660,358926030,node,openstreetmap,80
Summit Peak,37.3508407,-106.696704,peak,4023,358926042,node,openstreetmap,81
Montezuma Peak,37.3733407,-106.6911491,peak,3987,358926048,node,openstreetmap,78
Conejos Peak,37.2886172,-106.5708688,peak,4011,358926054,node,openstreetmap,81
Mammoth Mountain,37.3363945,-106.5130919,peak,3463,358926076,node,openstreetmap,81
Forest King Mountain,37.342183,-106.5415814,peak,3376,358926087,node,openstreetmap,81
Klondike Mountain,37.356673,-106.5794814,peak,3526,358926094,node,openstreetmap,81
Willow Mountain,37.3258389,-106.4272571,peak,3626,358926100,node,openstreetmap,81
Red Mountain,37.3444499,-106.4403131,peak,3550,358926107,node,openstreetmap,81
Jacobs Hill,37.3366725,-106.2694766,peak,2870,358926113,node,openstreetmap,81
Chiquito Peak,37.3513946,-106.2444761,peak,2932,358926147,node,openstreetmap,80
Black Mountain,37.1750075,-106.418922,peak,3417,358926181,node,openstreetmap,81
Flat Top,37.1602869,-106.1814171,peak,2791,358926200,node,openstreetmap,81
Neff Mountain,37.0297326,-106.4389215,peak,3318,358926238,node,openstreetmap,81
Jarosa Peak,37.0700095,-106.4608667,peak,3587,358926251,node,openstreetmap,81
Osier Mountain,37.0214,-106.3197522,peak,3272,358926260,node,openstreetmap,81
McIntyre Peak,37.11862,-106.3516983,peak,3208,358926267,node,openstreetmap,81
Los Mogotes,37.0775109,-106.172249,peak,2991,358926298,node,openstreetmap,81
Squaretop Mountain,37.2588961,-106.8064245,peak,3567,358926372,node,openstreetmap,78
Blackhead Peak,37.2894519,-106.7742026,peak,3778,358926376,node,openstreetmap,78
Nipple Mountain,37.2972298,-106.7717028,peak,3652,358926384,node,openstreetmap,78
Jackson Mountain,37.343895,-106.9805961,peak,2701,358926389,node,openstreetmap,78
Treasure Mountain,37.4563967,-106.8239304,peak,3613,358926397,node,openstreetmap,78
Saddle Mountain,37.4408398,-106.9578202,peak,3647,358926407,node,openstreetmap,78
Sheep Mountain,37.4800072,-106.9019873,peak,3772,358926413,node,openstreetmap,78
Turkey Mountain,37.1791739,-106.9528154,peak,2389,358926426,node,openstreetmap,78
Serviceberry Mountain,37.1575078,-106.9230927,peak,2505,358926432,node,openstreetmap,78
Winter Hills,37.1677856,-106.9022592,peak,2562,358926438,node,openstreetmap,78
Bear Mountain,37.1788969,-106.8575363,peak,2557,358926445,node,openstreetmap,78
Blue Mountain,37.195841,-106.8600363,peak,2705,358926452,node,openstreetmap,78
Klutter Mountain,37.1075085,-106.9428149,peak,2594,358926478,node,openstreetmap,78
V Mountain,37.1297316,-106.7872578,peak,3284,358926485,node,openstreetmap,78
Mesa Pedregosa,37.0263994,-106.8725364,peak,2480,358926492,node,openstreetmap,78
La Mesa del Medio,37.0388992,-106.8686476,peak,2559,358926498,node,openstreetmap,78
Chromo Mountain,37.0436214,-106.8617031,peak,2620,358926504,node,openstreetmap,78
Mesa Cortado,37.0552879,-106.8603142,peak,2604,358926510,node,openstreetmap,78
Cornish Hill,37.0722325,-106.8036471,peak,2592,358926519,node,openstreetmap,78
Chama Peak,37.0402884,-106.6289238,peak,3662,358926527,node,openstreetmap,81
Flattop Mountain,37.2050082,-106.7292013,peak,3477,358926539,node,openstreetmap,78
Navajo Peak,37.0919547,-106.734202,peak,3441,358926544,node,openstreetmap,78
Banded Peak,37.1044538,-106.6269793,peak,3892,358926549,node,openstreetmap,78
Elephant Head Rock,37.1363982,-106.7147573,peak,3009,358926555,node,openstreetmap,78
Spinney Mountain,38.991587,-105.6174775,peak,2892,358926561,node,openstreetmap,58
Blue Mountain,38.9299917,-105.3536043,peak,2807,358926568,node,openstreetmap,581
Crystal Peak,38.9958252,-105.289159,peak,2937,358926581,node,openstreetmap,511
Tracy Hill,38.8999905,-105.1588744,peak,2870,358926593,node,openstreetmap,59
